"","tow_lon","tow_lat","extra"
"140","-72.6756421561001","41.7466338258694","222"
"141","-72.7089144894947","41.767378142166","222"
"142","-72.6786842554984","41.7977322475681","222"
"143","-72.707651969532","41.7606169836298","222"
"144","-72.6859580798575","41.7762311665766","222"
"145","-72.6862673647214","41.7402403042372","222"
"146","-72.6962993108081","41.7686247075419","222"
"147","-72.683588921514","41.7832268027553","222"
"148","-72.676526536523","41.7457280915369","222"
"149","-72.6755088062768","41.7972823092292","222"
"150","-72.6849896427016","41.7801994673622","222"
"151","-72.709106537033","41.7666735079119","222"
"152","-72.709106537033","41.7666735079119","222"
"153","-72.709106537033","41.7666735079119","222"
"154","-72.709106537033","41.7666735079119","222"
"155","-72.6785700106631","41.7675852533115","222"
"156","-72.697277210001","41.7709161328927","222"
"157","-72.6914756144958","41.7694670355904","222"
"158","-72.7024923816034","41.7683393013172","222"
"159","-72.7094333715699","41.7628542759812","222"
"160","-72.7024923816034","41.7683393013172","222"
"161","-72.6985838196334","41.7777390903368","222"
"162","-72.7030966675184","41.7675049638914","222"
"163","-72.7139068664201","41.7606439287067","222"
"164","-72.6985360228535","41.7714173944074","222"
"165","-72.7092777346249","41.7628647875001","222"
"166","-72.6985302442103","41.7695101211269","222"
"167","-72.710622187245","41.7651524436643","222"
"168","-72.6869009622185","41.7588395387611","222"
"169","-72.6958899689132","41.7539798358814","222"
"170","-72.6711669809993","41.7894716009118","222"
"171","-72.6729359164568","41.7833194168071","222"
"172","-72.6726962068307","41.7654431363371","222"
"173","-72.6738765307316","41.7664656433903","222"
"174","-72.6955024924057","41.7677295058309","222"
"175","-72.6922331829679","41.7568356855689","222"
"176","-72.7089847328603","41.756606627189","222"
"177","-72.6821838438947","41.7566459665345","222"
"178","-72.6901940057525","41.7729675365064","222"
"179","-72.6898830226657","41.7719372567317","222"
"180","-72.6821838438947","41.7566459665345","222"
"181","-72.7147596895596","41.7368302816653","222"
"182","-72.677075452767","41.7664941490908","222"
"183","-72.677075452767","41.7664941490908","222"
"184","-72.6985506421434","41.7984447295212","222"
"185","-72.6758286140431","41.7528588690213","222"
"186","-72.6973996616538","41.7649941550612","222"
"187","-72.6865069232808","41.7750928138636","222"
"188","-72.6745315308992","41.7356287137084","222"
"189","-72.6924841397182","41.7778965514828","222"
"190","-72.6987387281613","41.7772653321352","222"
"191","-72.6767230501104","41.7960241305476","222"
"192","-72.7021116029815","41.7792156223676","222"
"193","-72.6756387924504","41.7495610466018","222"
"194","-72.677050593626","41.7733477424858","222"
"195","-72.6947993447731","41.7621386996103","222"
"196","-72.6914756144958","41.7694670355904","222"
"197","-72.6985838196334","41.7777390903368","222"
"198","-72.6915845001329","41.7728409143469","222"
"199","-72.6907980174325","41.7749178444808","222"
"200","-72.675931701781","41.7630306699616","222"
"201","-72.6938426155341","41.7748199657261","222"
"202","-72.6938426155341","41.7748199657261","222"
"203","-72.688273809457","41.7724197235038","222"
"204","-72.6971279109509","41.768214299609","222"
"205","-72.6971279109509","41.768214299609","222"
"206","-72.6968456654153","41.7669948345102","222"
"207","-72.6970951437665","41.7665902799562","222"
"208","-72.6968935615324","41.7651802588414","222"
"209","-72.7059326792322","41.7573218857939","222"
"210","-72.6775190539465","41.7960321530459","222"
"211","-72.6837949661013","41.7837060696949","222"
"212","-72.676814003442","41.7440800798304","222"
"213","-72.7006705414157","41.7723841866431","222"
"214","-72.6780234916153","41.7741963648077","222"
"215","-72.6978772130556","41.7516950073308","222"
"216","-72.6760187291548","41.7550194009318","222"
"217","-72.6937830411269","41.7678177389064","222"
"218","-72.6799716655658","41.7695519297782","222"
"219","-72.6942856133629","41.7628613780691","222"
"220","-72.6760337609814","41.7482818310309","222"
"221","-72.6760403862382","41.7724408930034","222"
"222","-72.6544344803798","41.7867114088289","222"
"223","-72.6892964583251","41.7581123678651","222"
"224","-72.6907397436083","41.7587734890215","222"
"225","-72.6947098575017","41.7466750555846","222"
"226","-72.6985302442103","41.7695101211269","222"
"227","-72.6942856133629","41.7628613780691","222"
"228","-72.694699450783","41.7371549636824","222"
"229","-72.6831678425595","41.7541829414637","222"
"230","-72.6738115798378","41.7772916108531","222"
"231","-72.701045909543","41.7352000780405","222"
"232","-72.6768915295419","41.7555384630167","222"
"233","-72.6905335042994","41.7597091552685","222"
"234","-72.68431683373","41.7917494419257","222"
"235","-72.68431683373","41.7917494419257","222"
"236","-72.6727834627171","41.7690386430371","222"
"237","-72.671963072792","41.7414777826","222"
"238","-72.677075452767","41.7664941490908","222"
"239","-72.6784913621862","41.7890201874898","222"
"240","-72.7113411703204","41.7611185716461","222"
"241","-72.6947135732866","41.7683185211328","222"
"242","-72.6763636412321","41.7471885252463","222"
"243","-72.6713877568299","41.7547268171738","222"
"244","-72.6885550625984","41.782742198633","222"
"245","-72.6886554706632","41.7798019348086","222"
"246","-72.6833852040735","41.7919547276215","222"
"247","-72.7024923816034","41.7683393013172","222"
"248","-72.6616202440443","41.7974576140371","222"
"249","-72.6952657978789","41.7712245293601","222"
"250","-72.6949812788752","41.7731443983184","222"
"251","-72.6962096442842","41.7722454598823","222"
"252","-72.6915773326951","41.7720500115413","222"
"253","-72.7095793081123","41.7657601873462","222"
"254","-72.6947121940964","41.7748647629071","222"
"255","-72.6929657715979","41.7756545588825","222"
"256","-72.6968683858227","41.7646370450773","222"
"257","-72.6928116140569","41.7552061611608","222"
"258","","","222"
"259","-72.6730919582708","41.7670844206661","222"
"260","-72.6856091406329","41.7586974672949","222"
"261","-72.6760187291548","41.7550194009318","222"
"262","-72.6918002658376","41.757492311147","222"
"263","-72.6622112920561","41.784395249799","222"
"264","-72.6753971436857","41.7574536053685","222"
"265","-72.6741157388047","41.7770937298436","222"
"266","-72.6722917861576","41.787068499158","222"
"267","-72.6760187291548","41.7550194009318","222"
"268","-72.6866956832854","41.7581595854983","222"
"269","-72.6727993257498","41.7884893793793","222"
"270","-72.6921203767444","41.7583082381823","222"
"271","-72.6788030291329","41.7879641559539","222"
"272","-72.6876444268121","41.7867246248638","222"
"273","-72.6728063106244","41.7777993402813","222"
"274","-72.6828129070441","41.745245827195","222"
"275","-72.7003478133937","41.7676603510108","222"
"276","-72.7070424808872","41.7664570572425","222"
"277","-72.6788030291329","41.7879641559539","222"
"278","-72.6788030291329","41.7879641559539","222"
"279","-72.7064540396011","41.7625451459533","222"
"280","-72.6656388385436","41.793603174952","222"
"281","-72.6656388385436","41.793603174952","222"
"282","-72.6727834627171","41.7690386430371","222"
"283","-72.6775309399907","41.7480912022628","222"
"284","-72.6636299663049","41.7512029335165","222"
"285","-72.7068807977225","41.7631426935128","222"
"286","-72.6832208096222","41.7463912613254","222"
"287","-72.6832208096222","41.7463912613254","222"
"288","-72.6971533218226","41.7307809730519","222"
"289","-72.6708632553006","41.736647778939","222"
"290","-72.6814591500283","41.7360071795061","222"
"291","-72.6713649401211","41.7371919411208","222"
"292","-72.6664614179664","41.7927129944389","222"
"293","-72.6834638789819","41.7578290848437","222"
"294","-72.6899281815288","41.7797153732647","222"
"295","-72.7174252695761","41.8006156291361","222"
"296","-72.6731059416481","41.7818938285154","222"
"297","-72.6757745378195","41.7396670493939","222"
"298","-72.6757745378195","41.7396670493939","222"
"299","-72.6888679061817","41.7866031320361","222"
"300","-72.6730919582708","41.7670844206661","222"
"301","-72.7070221171992","41.7657677981716","222"
"302","-72.7070221171992","41.7657677981716","222"
"303","-72.6795854794252","41.7899336310015","222"
"304","-72.7070513094049","41.764940071796","222"
"305","-72.7072888626513","41.7645947472547","222"
"306","-72.6710035503905","41.7710713787866","222"
"307","-72.6685924255147","41.7380353768944","222"
"308","-72.6759345171605","41.7680464280141","222"
"309","-72.6927898486392","41.7726453034592","222"
"310","-72.6993213004207","41.8008298673572","222"
"311","-72.6995577587688","41.7679636658961","222"
"312","-72.6898830226657","41.7719372567317","222"
"313","-72.6785499663005","41.7467685699155","222"
"314","-72.6738115798378","41.7772916108531","222"
"315","-72.694258117247","41.7411943658002","222"
"316","-72.6745942801031","41.7755890584599","222"
"317","-72.677075452767","41.7664941490908","222"
"318","-72.6828317709739","41.7455708719093","222"
"319","-72.6817710107539","41.7514879828094","222"
"320","-72.6756456521075","41.7372763399197","222"
"321","-72.6756456521075","41.7372763399197","222"
"322","-72.6708632553006","41.736647778939","222"
"323","-72.6751368335023","41.7558423583097","222"
"324","-72.704613477167","41.7658471187883","222"
"325","-72.690098299299","41.8008298381494","222"
"326","-72.690098299299","41.8008298381494","222"
"327","-72.672522651738","41.7409677203321","222"
"328","-72.6840893279045","41.7467092149697","222"
"329","-72.7128264628941","41.7734645634758","222"
"330","-72.6783979361189","41.7900151744593","222"
"331","-72.6865069232808","41.7750928138636","222"
"332","-72.6960537890637","41.7743315007157","222"
"333","-72.6927898486392","41.7726453034592","222"
"334","-72.6612294976313","41.7350754581921","222"
"335","-72.6979317458751","41.7410828380843","222"
"336","-72.6682557067359","41.7295033842058","222"
"337","-72.7104188329812","41.7561590689816","222"
"338","-72.7061706319915","41.759521116376","222"
"339","-72.6848594230195","41.746475987205","222"
"340","-72.6996842331858","41.742394180725","222"
"341","-72.6733182350155","41.7677561186628","222"
"342","-72.6880126935214","41.7789770497671","222"
"343","-72.6948622500886","41.7711619625542","222"
"344","-72.6776092749831","41.7529630065627","222"
"345","-72.6776092749831","41.7529630065627","222"
"346","-72.6916249112226","41.7692522491127","222"
"347","-72.6895214186204","41.7805306669258","222"
"348","-72.6805889067688","41.776265826775","222"
"349","-72.6602880870665","41.7374805451891","222"
"350","-72.709106537033","41.7666735079119","222"
"351","-72.709106537033","41.7666735079119","222"
"352","-72.7045554226655","41.7488267588549","222"
"353","-72.7048028939879","41.75978683977","222"
"354","-72.6697507532976","41.7884713300165","222"
"355","-72.6540322405196","41.7383960095527","222"
"356","-72.6941648615159","41.75378957528","222"
"357","-72.6856091406329","41.7586974672949","222"
"358","-72.6625806326514","41.789735343898","222"
"359","-72.6896602459904","41.7769356116486","222"
"360","-72.6994172037898","41.7523566812607","222"
"361","-72.6663768271146","41.7383590504104","222"
"362","-72.6940465077561","41.7502052622669","222"
"363","-72.6764792525199","41.777480085572","222"
"364","-72.6919339055122","41.7697759215317","222"
"365","-72.7056539908412","41.7873224964926","222"
"366","-72.6897507369087","41.7793639511369","222"
"367","-72.698831334029","41.7716833299165","222"
"368","-72.6951300026948","41.7660624872086","222"
"369","-72.691305608797","41.771574291289","222"
"370","-72.6912257779552","41.7718451935466","222"
"371","-72.6918477698386","41.7700365936009","222"
"372","-72.6971279109509","41.768214299609","222"
"373","-72.6919339055122","41.7697759215317","222"
"374","-72.6951477718533","41.7711174226848","222"
"375","-72.6952499227853","41.7707626375533","222"
"376","-72.6943310257279","41.7733008942233","222"
"377","-72.6986084952314","41.7648799725733","222"
"378","-72.6881137140277","41.7619104137827","222"
"379","","","222"
"380","-72.686900011385","41.7620259022025","222"
"381","-72.6865909173489","41.7855138861138","222"
"382","-72.6824138767263","41.7866982455009","222"
"383","-72.6823461153617","41.7426751681499","222"
"384","-72.6832135585372","41.7528180712724","222"
"385","-72.6891671231151","41.7559496826186","222"
"386","-72.7079714326321","41.764898624618","222"
"387","-72.66408426158","41.7868213803991","222"
"388","-72.6832869312763","41.7447213673226","222"
"389","-72.6780844870463","41.7684836745285","222"
"390","-72.6936189595742","41.7580207755922","222"
"391","-72.6753666430072","41.7590357593586","222"
"392","-72.6975205451637","41.7325229360124","222"
"393","-72.6780844870463","41.7684836745285","222"
"394","-72.7005981611657","41.7854995170289","222"
"395","-72.7103682579376","41.8062976328856","222"
"396","-72.6760187291548","41.7550194009318","222"
"397","-72.6992461985117","41.7700750458659","222"
"398","-72.6811454718721","41.7693552300132","222"
"399","-72.6811454718721","41.7693552300132","222"
"400","-72.6832869312763","41.7447213673226","222"
"401","-72.6832869312763","41.7447213673226","222"
"402","-72.6832869312763","41.7447213673226","222"
"403","-72.6832869312763","41.7447213673226","222"
"404","-72.685811284514","41.7375906281392","222"
"405","-72.659381362987","41.737331370126","222"
"406","-72.697277210001","41.7709161328927","222"
"407","-72.7076065298032","41.7629469806102","222"
"408","-72.7076065298032","41.7629469806102","222"
"409","-72.7105336506244","41.7648688773343","222"
"410","-72.7102644200716","41.7644060981594","222"
"411","-72.7095341598925","41.7618142581308","222"
"412","-72.7103864980586","41.7630610325075","222"
"413","-72.7102914742587","41.7632066112391","222"
"414","-72.7108700165523","41.7650910561563","222"
"415","-72.6892033292896","41.7310672950458","222"
"416","-72.7118102138496","41.7590088422056","222"
"417","-72.7116832021788","41.7577932208156","222"
"418","-72.6658195907975","41.7823420073896","222"
"419","-72.6658195907975","41.7823420073896","222"
"420","-72.711687564488","41.758041277857","222"
"421","-72.695989963451","41.7695144987247","222"
"422","-72.6765285932322","41.7570529121739","222"
"423","-72.705670443761","41.7573733444136","222"
"424","-72.7048953672768","41.7333787626162","222"
"425","-72.6956099367413","41.7583001135908","222"
"426","-72.6754638474043","41.7712556781118","222"
"427","-72.6750237195169","41.7589897092978","222"
"428","-72.6733182350155","41.7677561186628","222"
"429","-72.6945981916034","41.7448891006206","222"
"430","-72.6715706669154","41.7373750150621","222"
"431","-72.6785499663005","41.7467685699155","222"
"432","-72.704613477167","41.7658471187883","222"
"433","-72.7014487008709","41.7432195414262","222"
"434","-72.6742861850459","41.7328020858155","222"
"435","-72.7125477501697","41.7420999661832","222"
"436","-72.6710537070684","41.7893848589029","222"
"437","-72.6753560447926","41.7694909109279","222"
"438","-72.6836670032705","41.7536422486516","222"
"439","-72.706774360261","41.7540331638736","222"
"440","-72.6987200319202","41.8060731791818","222"
"441","-72.6708941703684","41.7693782592039","222"
"442","-72.6708941703684","41.7693782592039","222"
"443","-72.7065511993273","41.7607416415819","222"
"444","-72.6767216797512","41.75095718195","222"
"445","-72.675552238068","41.7890490749563","222"
"446","-72.7089370551406","41.7508270130642","222"
"447","-72.6956709805655","41.7907466635196","222"
"448","-72.6757350850543","41.7805779176627","222"
"449","-72.6947135732866","41.7683185211328","222"
"450","-72.6690853085581","41.730289168413","222"
"451","-72.6845222169902","41.7482593525599","222"
"452","-72.6901794751125","41.7712775795669","222"
"453","-72.704613477167","41.7658471187883","222"
"454","-72.6901794751125","41.7712775795669","222"
"455","-72.6901794751125","41.7712775795669","222"
"456","-72.704613477167","41.7658471187883","222"
"457","-72.6947993447731","41.7621386996103","222"
"458","-72.6892661215541","41.7725823188544","222"
"459","-72.6892661215541","41.7725823188544","222"
"460","-72.6943089383738","41.7692729773352","222"
"461","-72.6946974588484","41.7695021472131","222"
"462","-72.6727993257498","41.7884893793793","222"
"463","-72.6950655498351","41.7694334622914","222"
"464","-72.6951912681418","41.7694611345968","222"
"465","-72.7003197718135","41.7705683192217","222"
"466","-72.7003197718135","41.7705683192217","222"
"467","-72.6971011977041","41.7686047436138","222"
"468","-72.7032913009794","41.7593597612806","222"
"469","-72.7106217261739","41.7664951963584","222"
"470","-72.6609539754507","41.7901788357657","222"
"471","-72.6701177156583","41.768058123518","222"
"472","-72.6968571277469","41.7649109744849","222"
"473","-72.6969380047344","41.7661436841086","222"
"474","-72.6969592676506","41.7666321749996","222"
"475","-72.6971011977041","41.7686047436138","222"
"476","-72.680037317468","41.741292617121","222"
"477","-72.6822975592899","41.7731387048686","222"
"478","-72.6691584645181","41.7306164500707","222"
"479","-72.6786603594195","41.7713840108172","222"
"480","-72.6859387208735","41.7514685770174","222"
"481","-72.70008873248","41.7649051997506","222"
"482","-72.6920385275051","41.7696914564855","222"
"483","-72.6733182350155","41.7677561186628","222"
"484","-72.7106555285363","41.803592231643","222"
"485","-72.6958805670319","41.7718809764973","222"
"486","-72.676532809639","41.7654437417897","222"
"487","-72.7108764453497","41.8040997442256","222"
"488","-72.7098398566037","41.8031903281439","222"
"489","-72.6860564622509","41.7685050753935","222"
"490","-72.6772662117029","41.7482666624438","222"
"491","-72.6928420906588","41.7732153762973","222"
"492","-72.7073337827753","41.7336093459103","222"
"493","-72.6757229788313","41.7671583602627","222"
"494","-72.6857980577891","41.742994771818","222"
"495","-72.6857980577891","41.742994771818","222"
"496","-72.6979546010613","41.7479727188738","222"
"497","-72.6972019962096","41.7597665707753","222"
"498","-72.7000226303562","41.7991330181645","222"
"499","-72.6729438827456","41.7891264747128","222"
"500","-72.6962586550137","41.7720097274421","222"
"501","-72.7021116029815","41.7792156223676","222"
"502","-72.7046894768443","41.7664040994588","222"
"503","-72.6931431717914","41.772895041243","222"
"504","-72.7174252695761","41.8006156291361","222"
"505","-72.697277210001","41.7709161328927","222"
"506","-72.7027112858593","41.7675428268598","222"
"507","-72.6994247049846","41.7711735195001","222"
"508","-72.6994247049846","41.7711735195001","222"
"509","-72.6931032659336","41.7716262897257","222"
"510","-72.7106217261739","41.7664951963584","222"
"511","-72.6949812788752","41.7731443983184","222"
"512","-72.6916694348706","41.7716674242256","222"
"513","-72.6966621281285","41.7763778552835","222"
"514","-72.6832188846478","41.752984954341","222"
"515","-72.6893507302409","41.7626444524048","222"
"516","-72.6714306590982","41.7361149868461","222"
"517","-72.6832188846478","41.752984954341","222"
"518","-72.6965219320943","41.7502623371737","222"
"519","-72.6752159485238","41.7679060486607","222"
"520","-72.6856371190426","41.7618525004785","222"
"521","-72.6856371190426","41.7618525004785","222"
"522","-72.6856371190426","41.7618525004785","222"
"523","-72.7126512277762","41.8049598032855","222"
"524","-72.6996040506742","41.7450886826655","222"
"525","-72.6920033318415","41.7570901247704","222"
"526","-72.7174252695761","41.8006156291361","222"
"527","-72.6752159485238","41.7679060486607","222"
"528","-72.6967958759495","41.7399544154191","222"
"529","-72.6711082043722","41.7597110404981","222"
"530","-72.6906831802672","41.7709367529751","222"
"531","-72.6904771674952","41.761625796496","222"
"532","-72.7040740357694","41.7599388046932","222"
"533","-72.6950689533698","41.7540392184989","222"
"534","","","222"
"535","-72.6781163217721","41.7961463298329","222"
"536","-72.677075452767","41.7664941490908","222"
"537","-72.6756456521075","41.7372763399197","222"
"538","-72.677075452767","41.7664941490908","222"
"539","-72.6947135732866","41.7683185211328","222"
"540","-72.6979390686766","41.7553581542517","222"
"541","-72.6683046861139","41.7989803846566","222"
"542","-72.6833398444959","41.7412961084299","222"
"543","-72.6833398444959","41.7412961084299","222"
"544","-72.7138362148433","41.7559606528485","222"
"545","-72.697277210001","41.7709161328927","222"
"546","-72.704613477167","41.7658471187883","222"
"547","-72.7070797776777","41.7661537737541","222"
"548","-72.6570766321801","41.790599961664","222"
"549","-72.67541476248","41.7380173196007","222"
"550","-72.6799716655658","41.7695519297782","222"
"551","-72.7016059684372","41.7489633725237","222"
"552","-72.6752159485238","41.7679060486607","222"
"553","-72.6947952265092","41.7714338321977","222"
"554","-72.6947952265092","41.7714338321977","222"
"555","-72.6891029153009","41.7728848574435","222"
"556","-72.6958899689132","41.7539798358814","222"
"557","-72.6958899689132","41.7539798358814","222"
"558","-72.6866956832854","41.7581595854983","222"
"559","-72.6757222346474","41.7725793790948","222"
"560","-72.6705022717685","41.7904966692938","222"
"561","-72.6868189658266","41.7602344675506","222"
"562","-72.6981520880226","41.8044961889986","222"
"563","-72.6866931939994","41.7925103585903","222"
"564","-72.6866931939994","41.7925103585903","222"
"565","-72.6828317709739","41.7455708719093","222"
"566","-72.679622455691","41.7677149639579","222"
"567","-72.6642959698371","41.7937727494154","222"
"568","-72.6708632553006","41.736647778939","222"
"569","-72.6708632553006","41.736647778939","222"
"570","-72.6642959698371","41.7937727494154","222"
"571","-72.7064609378581","41.7351227379457","222"
"572","-72.6870631620829","41.7734785438913","222"
"573","-72.6932709343548","41.7724703731619","222"
"574","-72.6911291597201","41.7269855104063","222"
"575","-72.709106537033","41.7666735079119","222"
"576","-72.709106537033","41.7666735079119","222"
"577","-72.6934508121814","41.7719362339767","222"
"578","-72.704613477167","41.7658471187883","222"
"579","-72.6791572173162","41.7590417443197","222"
"580","-72.675824406735","41.7682619338474","222"
"581","-72.683480833","41.7560982756136","222"
"582","-72.6752517585224","41.7673340173124","222"
"583","-72.677075452767","41.7664941490908","222"
"584","-72.6885550625984","41.782742198633","222"
"585","-72.6840007760621","41.7866099758588","222"
"586","-72.6983101263265","41.7678932884128","222"
"587","-72.6727834627171","41.7690386430371","222"
"588","-72.682818966062","41.7752225723731","222"
"589","-72.683647776665","41.7522706712952","222"
"590","-72.704613477167","41.7658471187883","222"
"591","-72.6947952265092","41.7714338321977","222"
"592","-72.6744077179186","41.7464091720429","222"
"593","-72.7106155336151","41.7654302727993","222"
"594","-72.6916249112226","41.7692522491127","222"
"595","-72.6916249112226","41.7692522491127","222"
"596","-72.697277210001","41.7709161328927","222"
"597","-72.7044820702776","41.7661560176399","222"
"598","-72.7069520296622","41.7652225117809","222"
"599","-72.6985838196334","41.7777390903368","222"
"600","-72.6943310257279","41.7733008942233","222"
"601","-72.6906011637116","41.7693330027918","222"
"602","-72.6728328862873","41.768047154929","222"
"603","-72.70008873248","41.7649051997506","222"
"604","-72.685435176707","41.7602568625662","222"
"605","-72.6934674014331","41.7562677911922","222"
"606","-72.6864486431136","41.7522007051351","222"
"607","-72.674360738707","41.7675417102224","222"
"608","-72.7008833181885","41.7381782307549","222"
"609","-72.6847550877011","41.7419823053723","222"
"610","-72.6847550877011","41.7419823053723","222"
"611","-72.6847550877011","41.7419823053723","222"
"612","-72.694988392476","41.7425367155269","222"
"613","-72.7001795853606","41.8036702114883","222"
"614","-72.6960537890637","41.7743315007157","222"
